feature,activation_frequency
675,0.002299731597304344
676,0.0
677,0.000958221557084471
678,0.0003832886286545545
679,0.0
680,0.0
681,0.0
682,0.000574932899326086
683,0.008049060590565205
684,0.18781141936779022
685,0.0
686,0.0
687,0.00172479881439358
688,0.0
689,0.01169030275195837
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0003832886286545545
695,0.0003832886286545545
696,0.000574932899326086
697,0.0
698,0.0
699,0.0
700,0.0
701,0.00019164431432727724
702,0.000766577257309109
703,0.000958221557084471
704,0.000958221557084471
705,0.004216174595057964
706,0.0
707,0.1473744660615921
708,0.00019164431432727724
709,0.000574932899326086
710,0.0
711,0.000766577257309109
712,0.001149865798652172
713,0.0
714,0.0
715,0.0
716,0.000958221557084471
717,0.0003832886286545545
718,0.00019164431432727724
719,0.0003832886286545545
720,0.001149865798652172
721,0.002683020429685712
722,0.0
723,0.00019164431432727724
724,0.0003832886286545545
725,0.0
726,0.000574932899326086
727,0.0
728,0.0003832886286545545
729,0.000958221557084471
730,0.0
731,0.001149865798652172
732,0.00019164431432727724
733,0.0
734,0.0003832886286545545
735,0.04177846014499664
736,0.0
737,0.04331161454319954
738,0.0
739,0.005557685159146786
740,0.000574932899326086
741,0.000574932899326086
742,0.000574932899326086
743,0.018589498475193977
744,0.0
745,0.001149865798652172
746,0.0
747,0.0003832886286545545
748,0.0003832886286545545
749,0.0
750,0.3633576035499573
751,0.0
752,0.00019164431432727724
753,0.005366040859371424
754,0.00019164431432727724
755,0.002299731597304344
756,0.0
757,0.00019164431432727724
758,0.4336910545825958
759,0.0003832886286545545
760,0.008815637789666653
761,0.0
762,0.0
763,0.0
764,0.00019164431432727724
765,0.00019164431432727724
766,0.03277117758989334
767,0.5352625250816345
768,0.17133000493049622
769,0.0
770,0.03564584255218506
771,0.0
772,0.000766577257309109
773,0.004216174595057964
774,0.0
775,0.000574932899326086
776,0.0003832886286545545
777,0.06860866397619247
778,0.001149865798652172
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0003832886286545545
784,0.001916443114168942
785,0.00344959762878716
786,0.0
787,0.010348792187869549
788,0.0
789,0.0
790,0.00172479881439358
791,0.000574932899326086
792,0.000574932899326086
793,0.00019164431432727724
794,0.0003832886286545545
795,0.001149865798652172
796,0.00019164431432727724
797,0.003641241928562522
798,0.0
799,0.000574932899326086
800,0.0
801,0.0
802,0.000574932899326086
803,0.02127251774072647
804,0.0003832886286545545
805,0.0
806,0.0
807,0.19643542170524597
808,0.000766577257309109
809,0.0003832886286545545
810,0.0
